S.N.,mun_id,reportedOn,cases,mun_en,Latitude_mun,Longitude_mun,dis_code,dis_en,Latitude_dist,Longitude_dist
677,20005,2020-08-13,2,Kamalamai Municipality,85.93063021082966,27.187845631465844,20,Sindhuli,85.94376814650762,27.20146689162705
678,20005,2020-08-14,11,Kamalamai Municipality,85.93063021082966,27.187845631465844,20,Sindhuli,85.94376814650762,27.20146689162705
679,21002,2020-06-05,18,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
680,21002,2020-06-14,2,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
681,21002,2020-06-16,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
682,21002,2020-06-20,3,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
683,21002,2020-06-21,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
684,21002,2020-06-25,2,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
685,21002,2020-07-02,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
686,21002,2020-07-05,2,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
687,21002,2020-07-07,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
688,21002,2020-07-08,2,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
689,21002,2020-07-10,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
690,21002,2020-07-21,2,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
691,21002,2020-07-28,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
692,21002,2020-08-01,2,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
693,21002,2020-08-06,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
694,21002,2020-08-08,5,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
695,21002,2020-08-09,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
696,21002,2020-08-10,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
697,21002,2020-08-11,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
698,21002,2020-08-12,1,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
699,21002,2020-08-13,3,Gokulganga Rural Municipality,86.2642794743292,27.57639768484251,21,Ramechhap,86.17737024301981,27.51361408075647
700,21006,2020-05-19,1,Ramechhap Municipality,86.14646934984684,27.3161591924008,21,Ramechhap,86.17737024301981,27.51361408075647
701,22003,2020-05-28,2,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
702,22003,2020-05-31,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
703,22003,2020-06-05,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
704,22003,2020-06-28,2,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
705,22003,2020-07-02,2,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
706,22003,2020-07-06,2,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
707,22003,2020-07-08,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
708,22003,2020-07-13,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
709,22003,2020-07-30,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
710,22003,2020-08-03,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
711,22003,2020-08-06,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
712,22003,2020-08-08,2,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
713,22003,2020-08-11,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
714,22003,2020-08-12,2,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
715,22003,2020-08-14,1,Bigu Rural Municipality,86.15871758298346,27.935636983590022,22,Dolakha,86.19861865752415,27.785721137068425
716,23007,2020-06-03,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
717,23007,2020-06-10,2,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
718,23007,2020-06-18,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
719,23007,2020-06-19,21,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
720,23007,2020-06-22,2,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
721,23007,2020-06-28,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
722,23007,2020-06-30,2,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
723,23007,2020-07-02,4,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
724,23007,2020-07-04,12,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
725,23007,2020-07-05,2,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
726,23007,2020-07-06,3,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
727,23007,2020-07-07,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
728,23007,2020-07-08,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
729,23007,2020-07-09,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
730,23007,2020-07-10,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
731,23007,2020-07-11,5,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
732,23007,2020-07-12,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
733,23007,2020-07-14,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
734,23007,2020-07-15,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
735,23007,2020-07-28,4,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
736,23007,2020-08-05,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
737,23007,2020-08-07,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
738,23007,2020-08-09,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
739,23007,2020-08-10,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
740,23007,2020-08-11,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
741,23007,2020-08-14,1,Jugal Rural Municipality,85.79108507481781,28.01549022064421,24,Sindhupalchok,85.73962867740835,27.91497245528677
742,23010,2020-05-16,1,Panchpokhari Thangpal Rural Municipality,85.6434792270682,28.01360488588887,24,Sindhupalchok,85.73962867740835,27.91497245528677
743,24005,2020-05-16,1,Dhulikhel Municipality,85.57227898142388,27.617968031784088,30,Kavrepalanchok,85.61948290583136,27.535356393143648
744,24009,2020-06-05,5,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
745,24009,2020-06-29,1,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
746,24009,2020-07-02,1,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
747,24009,2020-07-06,4,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
748,24009,2020-07-08,2,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
749,24009,2020-07-10,2,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
750,24009,2020-07-13,1,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
751,24009,2020-07-14,2,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
752,24009,2020-07-17,1,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
753,24009,2020-07-21,1,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
754,24009,2020-07-27,1,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
755,24009,2020-08-01,1,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
756,24009,2020-08-06,3,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
757,24009,2020-08-08,7,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
758,24009,2020-08-11,4,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
759,24009,2020-08-12,5,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
760,24009,2020-08-13,8,Namobuddha Municipality,85.63978934638348,27.553225115713058,30,Kavrepalanchok,85.61948290583136,27.535356393143648
761,25003,2020-05-19,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
762,25003,2020-05-30,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
763,25003,2020-06-15,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
764,25003,2020-06-18,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
765,25003,2020-06-21,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
766,25003,2020-06-25,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
767,25003,2020-06-28,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
768,25003,2020-06-29,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
769,25003,2020-06-30,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
770,25003,2020-07-01,5,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
771,25003,2020-07-02,2,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
772,25003,2020-07-05,2,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
773,25003,2020-07-06,20,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
774,25003,2020-07-07,10,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
775,25003,2020-07-08,7,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
776,25003,2020-07-10,13,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
777,25003,2020-07-12,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
778,25003,2020-07-13,5,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
779,25003,2020-07-19,2,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
780,25003,2020-07-20,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
781,25003,2020-07-21,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
782,25003,2020-07-23,2,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
783,25003,2020-07-25,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
784,25003,2020-07-27,3,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
785,25003,2020-07-28,4,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
786,25003,2020-07-30,2,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
787,25003,2020-07-31,5,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
788,25003,2020-08-02,8,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
789,25003,2020-08-03,3,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
790,25003,2020-08-04,1,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
791,25003,2020-08-05,5,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
792,25003,2020-08-06,10,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
793,25003,2020-08-07,10,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
794,25003,2020-08-08,3,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
795,25003,2020-08-09,2,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
796,25003,2020-08-10,4,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
797,25003,2020-08-11,16,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
798,25003,2020-08-12,21,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
799,25003,2020-08-13,11,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
800,25003,2020-08-14,30,Konjyosom Rural Municipality,85.35024096331719,27.530474358076816,28,Lalitpur,85.34268866827021,27.53968576100482
801,26001,2020-06-02,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
802,26001,2020-06-06,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
803,26001,2020-06-18,3,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
804,26001,2020-06-20,7,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
805,26001,2020-06-24,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
806,26001,2020-06-25,4,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
807,26001,2020-06-27,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
808,26001,2020-06-29,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
809,26001,2020-06-30,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
810,26001,2020-07-01,2,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
811,26001,2020-07-02,2,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
812,26001,2020-07-05,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
813,26001,2020-07-06,10,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
814,26001,2020-07-07,4,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
815,26001,2020-07-10,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
816,26001,2020-07-13,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
817,26001,2020-07-17,2,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
818,26001,2020-07-23,2,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
819,26001,2020-07-28,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
820,26001,2020-07-29,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
821,26001,2020-07-30,2,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
822,26001,2020-07-31,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
823,26001,2020-08-01,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
824,26001,2020-08-02,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
825,26001,2020-08-03,5,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
826,26001,2020-08-04,13,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
827,26001,2020-08-06,1,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
828,26001,2020-08-07,4,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
829,26001,2020-08-08,3,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
830,26001,2020-08-10,4,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
831,26001,2020-08-11,8,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
832,26001,2020-08-12,8,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
833,26001,2020-08-13,5,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
834,26001,2020-08-14,6,Bhaktapur Municipality,85.42961727474352,27.675017765984727,29,Bhaktapur,85.44078719752078,27.677690383606485
835,26002,2020-05-12,2,Changunarayan Municipality,85.46272783458566,27.696268407473173,29,Bhaktapur,85.44078719752078,27.677690383606485
836,26002,2020-05-19,1,Changunarayan Municipality,85.46272783458566,27.696268407473173,29,Bhaktapur,85.44078719752078,27.677690383606485
837,26002,2020-05-22,1,Changunarayan Municipality,85.46272783458566,27.696268407473173,29,Bhaktapur,85.44078719752078,27.677690383606485
838,26002,2020-06-07,2,Changunarayan Municipality,85.46272783458566,27.696268407473173,29,Bhaktapur,85.44078719752078,27.677690383606485
839,27001,2020-05-12,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
840,27001,2020-05-14,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
841,27001,2020-05-15,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
842,27001,2020-05-19,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
843,27001,2020-05-23,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
844,27001,2020-05-25,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
845,27001,2020-06-02,4,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
846,27001,2020-06-03,3,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
847,27001,2020-06-06,6,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
848,27001,2020-06-10,3,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
849,27001,2020-06-12,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
850,27001,2020-06-13,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
851,27001,2020-06-15,4,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
852,27001,2020-06-16,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
853,27001,2020-06-18,2,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
854,27001,2020-06-19,3,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
855,27001,2020-06-20,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
856,27001,2020-06-24,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
857,27001,2020-06-25,4,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
858,27001,2020-06-26,3,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
859,27001,2020-06-27,4,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
860,27001,2020-06-29,6,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
861,27001,2020-06-30,12,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
862,27001,2020-07-01,10,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
863,27001,2020-07-02,28,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
864,27001,2020-07-03,166,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
865,27001,2020-07-05,27,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
866,27001,2020-07-06,24,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
867,27001,2020-07-07,14,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
868,27001,2020-07-08,16,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
869,27001,2020-07-09,5,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
870,27001,2020-07-10,28,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
871,27001,2020-07-11,3,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
872,27001,2020-07-12,5,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
873,27001,2020-07-13,3,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
874,27001,2020-07-14,2,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
875,27001,2020-07-15,7,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
876,27001,2020-07-16,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
877,27001,2020-07-17,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
878,27001,2020-07-19,1,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
879,27001,2020-07-20,2,Budhanilakantha Municipality,85.36228522220023,27.772306087206783,27,Kathmandu,85.34735132692755,27.728201081500877
